,match_id,innings,ball,striker,runs_off_bat
150460,1175356,1,0.1,V Kohli,1
150461,1175356,1,0.2,PA Patel,0
150462,1175356,1,0.3,PA Patel,0
150463,1175356,1,0.4,PA Patel,0
150464,1175356,1,0.5,PA Patel,4
150465,1175356,1,0.6,PA Patel,0
150466,1175356,1,1.1,V Kohli,1
150467,1175356,1,1.2,PA Patel,1
150468,1175356,1,1.3,V Kohli,1
150469,1175356,1,1.4,PA Patel,2
150470,1175356,1,1.5,PA Patel,0
150471,1175356,1,1.6,V Kohli,1
150472,1175356,1,2.1,V Kohli,2
150473,1175356,1,2.2,V Kohli,0
150474,1175356,1,2.3,V Kohli,0
150475,1175356,1,2.4,V Kohli,0
150476,1175356,1,2.5,V Kohli,0
150477,1175356,1,2.6,V Kohli,0
150478,1175356,1,2.7,V Kohli,0
150479,1175356,1,3.1,PA Patel,0
150480,1175356,1,3.2,PA Patel,1
150481,1175356,1,3.3,V Kohli,0
150482,1175356,1,3.4,MM Ali,0
150483,1175356,1,3.5,MM Ali,0
150484,1175356,1,3.6,MM Ali,6
150485,1175356,1,4.1,PA Patel,1
150486,1175356,1,4.2,MM Ali,1
150487,1175356,1,4.3,PA Patel,1
150488,1175356,1,4.4,MM Ali,1
150489,1175356,1,4.5,PA Patel,1
150490,1175356,1,4.6,MM Ali,1
150491,1175356,1,5.1,MM Ali,0
150492,1175356,1,5.2,MM Ali,0
150493,1175356,1,5.3,AB de Villiers,2
150494,1175356,1,5.4,AB de Villiers,2
150495,1175356,1,5.5,AB de Villiers,1
150496,1175356,1,5.6,PA Patel,0
150564,1175356,2,0.1,SR Watson,0
150565,1175356,2,0.2,SR Watson,0
150566,1175356,2,0.3,SR Watson,0
150567,1175356,2,0.4,SR Watson,0
150568,1175356,2,0.5,SR Watson,0
150569,1175356,2,0.6,SR Watson,0
150570,1175356,2,1.1,AT Rayudu,0
150571,1175356,2,1.2,AT Rayudu,1
150572,1175356,2,1.3,SR Watson,0
150573,1175356,2,1.4,SR Watson,0
150574,1175356,2,1.5,SR Watson,0
150575,1175356,2,1.6,AT Rayudu,6
150576,1175356,2,2.1,SR Watson,0
150577,1175356,2,2.2,SK Raina,0
150578,1175356,2,2.3,SK Raina,1
150579,1175356,2,2.4,AT Rayudu,0
150580,1175356,2,2.5,AT Rayudu,1
150581,1175356,2,2.6,SK Raina,0
150582,1175356,2,3.1,AT Rayudu,0
150583,1175356,2,3.2,AT Rayudu,0
150584,1175356,2,3.3,AT Rayudu,0
150585,1175356,2,3.4,AT Rayudu,0
150586,1175356,2,3.5,AT Rayudu,0
150587,1175356,2,3.6,AT Rayudu,1
150588,1175356,2,4.1,AT Rayudu,0
150589,1175356,2,4.2,AT Rayudu,0
150590,1175356,2,4.3,AT Rayudu,1
150591,1175356,2,4.4,SK Raina,1
150592,1175356,2,4.5,AT Rayudu,1
150593,1175356,2,4.6,SK Raina,0
150594,1175356,2,5.1,AT Rayudu,0
150595,1175356,2,5.2,AT Rayudu,0
150596,1175356,2,5.3,AT Rayudu,0
150597,1175356,2,5.4,AT Rayudu,1
150598,1175356,2,5.5,SK Raina,1
150599,1175356,2,5.6,AT Rayudu,0
150674,1175357,1,0.1,DA Warner,0
150676,1175357,1,0.3,DA Warner,2
150678,1175357,1,0.5,DA Warner,0
150679,1175357,1,0.6,DA Warner,1
150680,1175357,1,0.7,JM Bairstow,0
150681,1175357,1,0.8,JM Bairstow,0
150682,1175357,1,0.9,DA Warner,1
150683,1175357,1,1.1,DA Warner,0
150684,1175357,1,1.2,DA Warner,4
150685,1175357,1,1.3,DA Warner,0
150686,1175357,1,1.4,DA Warner,4
150687,1175357,1,1.5,DA Warner,0
150688,1175357,1,1.6,DA Warner,0
150689,1175357,1,2.1,JM Bairstow,1
150690,1175357,1,2.2,DA Warner,3
150691,1175357,1,2.3,JM Bairstow,0
150692,1175357,1,2.4,JM Bairstow,0
150693,1175357,1,2.5,JM Bairstow,1
150694,1175357,1,2.6,DA Warner,4
150695,1175357,1,3.1,JM Bairstow,0
150696,1175357,1,3.2,JM Bairstow,2
150697,1175357,1,3.3,JM Bairstow,6
150698,1175357,1,3.4,JM Bairstow,0
150699,1175357,1,3.5,JM Bairstow,1
150700,1175357,1,3.6,DA Warner,0
150701,1175357,1,4.1,JM Bairstow,0
150702,1175357,1,4.2,JM Bairstow,2
150703,1175357,1,4.3,JM Bairstow,1
150704,1175357,1,4.4,DA Warner,0
150705,1175357,1,4.5,DA Warner,2
150706,1175357,1,4.6,DA Warner,4
150707,1175357,1,5.1,JM Bairstow,1
150708,1175357,1,5.2,DA Warner,1
150709,1175357,1,5.3,JM Bairstow,1
150710,1175357,1,5.4,DA Warner,4
150711,1175357,1,5.5,DA Warner,4
150712,1175357,1,5.6,DA Warner,0
150797,1175357,2,0.1,CA Lynn,0
150798,1175357,2,0.2,CA Lynn,0
150799,1175357,2,0.3,CA Lynn,0
150800,1175357,2,0.4,CA Lynn,0
150801,1175357,2,0.5,CA Lynn,1
150802,1175357,2,0.6,N Rana,0
150803,1175357,2,1.1,CA Lynn,0
150804,1175357,2,1.2,CA Lynn,6
150805,1175357,2,1.3,CA Lynn,0
150806,1175357,2,1.4,CA Lynn,0
150807,1175357,2,1.5,CA Lynn,0
150808,1175357,2,1.6,CA Lynn,0
150809,1175357,2,2.1,N Rana,4
150810,1175357,2,2.2,N Rana,0
150811,1175357,2,2.3,N Rana,0
150812,1175357,2,2.4,N Rana,1
150813,1175357,2,2.5,RV Uthappa,4
150814,1175357,2,2.6,RV Uthappa,0
150815,1175357,2,3.1,N Rana,0
150816,1175357,2,3.2,N Rana,4
150817,1175357,2,3.3,N Rana,6
150818,1175357,2,3.4,N Rana,0
150819,1175357,2,3.5,N Rana,0
150820,1175357,2,3.6,N Rana,4
150821,1175357,2,4.1,RV Uthappa,2
150822,1175357,2,4.2,RV Uthappa,1
150823,1175357,2,4.3,N Rana,1
150824,1175357,2,4.4,RV Uthappa,4
150825,1175357,2,4.5,RV Uthappa,1
150826,1175357,2,4.6,N Rana,1
150827,1175357,2,5.1,N Rana,1
150828,1175357,2,5.2,RV Uthappa,0
150829,1175357,2,5.3,RV Uthappa,0
150830,1175357,2,5.4,RV Uthappa,4
150831,1175357,2,5.5,RV Uthappa,1
150832,1175357,2,5.6,N Rana,1
150918,1175358,1,0.1,PP Shaw,1
150919,1175358,1,0.2,S Dhawan,1
150920,1175358,1,0.3,PP Shaw,1
150921,1175358,1,0.4,S Dhawan,0
150922,1175358,1,0.5,S Dhawan,1
150923,1175358,1,0.6,PP Shaw,1
150924,1175358,1,0.7,S Dhawan,0
150925,1175358,1,1.1,PP Shaw,0
150926,1175358,1,1.2,PP Shaw,4
150927,1175358,1,1.3,PP Shaw,0
150928,1175358,1,1.4,SS Iyer,0
150929,1175358,1,1.5,SS Iyer,1
150930,1175358,1,1.6,S Dhawan,0
150931,1175358,1,2.1,SS Iyer,0
150932,1175358,1,2.2,SS Iyer,0
150933,1175358,1,2.3,SS Iyer,4
150934,1175358,1,2.4,SS Iyer,1
150935,1175358,1,2.5,S Dhawan,0
150936,1175358,1,2.6,S Dhawan,1
150937,1175358,1,2.7,SS Iyer,4
150938,1175358,1,3.1,S Dhawan,1
150939,1175358,1,3.2,SS Iyer,0
150940,1175358,1,3.3,SS Iyer,6
150941,1175358,1,3.4,SS Iyer,0
150942,1175358,1,3.5,CA Ingram,0
150943,1175358,1,3.6,CA Ingram,4
150944,1175358,1,4.1,S Dhawan,1
150945,1175358,1,4.2,CA Ingram,0
150946,1175358,1,4.3,CA Ingram,1
150947,1175358,1,4.4,S Dhawan,0
150948,1175358,1,4.5,S Dhawan,0
150949,1175358,1,4.6,S Dhawan,1
150950,1175358,1,5.1,S Dhawan,4
150951,1175358,1,5.2,S Dhawan,1
150952,1175358,1,5.3,CA Ingram,1
150953,1175358,1,5.4,S Dhawan,1
150954,1175358,1,5.5,CA Ingram,1
150955,1175358,1,5.6,S Dhawan,1
151042,1175358,2,0.1,RG Sharma,1
151043,1175358,2,0.2,Q de Kock,1
151044,1175358,2,0.3,RG Sharma,0
151045,1175358,2,0.4,RG Sharma,0
151046,1175358,2,0.5,RG Sharma,2
151047,1175358,2,0.6,RG Sharma,1
151048,1175358,2,1.1,RG Sharma,0
151049,1175358,2,1.2,RG Sharma,1
151050,1175358,2,1.3,Q de Kock,1
151051,1175358,2,1.4,RG Sharma,0
151052,1175358,2,1.5,RG Sharma,4
151053,1175358,2,1.6,RG Sharma,0
151054,1175358,2,2.1,Q de Kock,1
151055,1175358,2,2.2,RG Sharma,1
151056,1175358,2,2.3,Q de Kock,4
151057,1175358,2,2.4,Q de Kock,6
151058,1175358,2,2.5,Q de Kock,4
151059,1175358,2,2.6,Q de Kock,1
151060,1175358,2,3.1,Q de Kock,0
151061,1175358,2,3.2,RG Sharma,4
151062,1175358,2,3.3,RG Sharma,0
151063,1175358,2,3.4,SA Yadav,0
151064,1175358,2,3.5,SA Yadav,0
151065,1175358,2,3.6,SA Yadav,0
151066,1175358,2,4.1,Q de Kock,0
151067,1175358,2,4.2,Q de Kock,0
151068,1175358,2,4.3,SA Yadav,1
151069,1175358,2,4.4,Q de Kock,1
151070,1175358,2,4.5,SA Yadav,1
151071,1175358,2,4.6,Q de Kock,0
151072,1175358,2,5.1,SA Yadav,0
151073,1175358,2,5.2,Q de Kock,4
151074,1175358,2,5.3,Q de Kock,4
151075,1175358,2,5.4,Q de Kock,0
151076,1175358,2,5.5,Q de Kock,0
151077,1175358,2,5.6,KA Pollard,1
151164,1175359,1,0.1,KL Rahul,0
151165,1175359,1,0.2,KL Rahul,4
151166,1175359,1,0.3,KL Rahul,0
151167,1175359,1,0.4,KL Rahul,0
151169,1175359,1,0.6,MA Agarwal,1
151170,1175359,1,0.7,CH Gayle,0
151171,1175359,1,1.1,MA Agarwal,0
151172,1175359,1,1.2,MA Agarwal,6
151173,1175359,1,1.3,MA Agarwal,1
151174,1175359,1,1.4,CH Gayle,0
151175,1175359,1,1.5,CH Gayle,1
151176,1175359,1,1.6,MA Agarwal,0
151177,1175359,1,2.1,CH Gayle,0
151178,1175359,1,2.2,CH Gayle,0
151179,1175359,1,2.3,CH Gayle,0
151180,1175359,1,2.4,CH Gayle,4
151182,1175359,1,2.6,CH Gayle,1
151183,1175359,1,2.7,MA Agarwal,1
151184,1175359,1,3.1,MA Agarwal,0
151185,1175359,1,3.2,MA Agarwal,0
151186,1175359,1,3.3,MA Agarwal,0
151187,1175359,1,3.4,MA Agarwal,0
151188,1175359,1,3.5,MA Agarwal,0
151189,1175359,1,3.6,MA Agarwal,1
151190,1175359,1,4.1,MA Agarwal,4
151191,1175359,1,4.2,MA Agarwal,0
151192,1175359,1,4.3,MA Agarwal,1
151193,1175359,1,4.4,CH Gayle,2
151195,1175359,1,4.6,CH Gayle,0
151196,1175359,1,4.7,CH Gayle,1
151197,1175359,1,5.1,CH Gayle,0
151198,1175359,1,5.2,CH Gayle,0
151199,1175359,1,5.3,CH Gayle,1
151200,1175359,1,5.4,MA Agarwal,0
151201,1175359,1,5.5,MA Agarwal,0
151202,1175359,1,5.6,MA Agarwal,0
151292,1175359,2,0.1,AM Rahane,0
151293,1175359,2,0.2,AM Rahane,0
151294,1175359,2,0.3,AM Rahane,4
151295,1175359,2,0.4,AM Rahane,0
151296,1175359,2,0.5,AM Rahane,4
151297,1175359,2,0.6,AM Rahane,4
151298,1175359,2,1.1,JC Buttler,4
151299,1175359,2,1.2,JC Buttler,1
151300,1175359,2,1.3,AM Rahane,0
151301,1175359,2,1.4,AM Rahane,1
151302,1175359,2,1.5,JC Buttler,0
151303,1175359,2,1.6,JC Buttler,0
151304,1175359,2,2.1,AM Rahane,1
151305,1175359,2,2.2,JC Buttler,4
151306,1175359,2,2.3,JC Buttler,0
151307,1175359,2,2.4,JC Buttler,4
151308,1175359,2,2.5,JC Buttler,0
151309,1175359,2,2.6,JC Buttler,0
151310,1175359,2,3.1,AM Rahane,1
151311,1175359,2,3.2,JC Buttler,0
151312,1175359,2,3.3,JC Buttler,0
151313,1175359,2,3.4,JC Buttler,4
151314,1175359,2,3.5,JC Buttler,0
151315,1175359,2,3.6,JC Buttler,6
151316,1175359,2,4.1,AM Rahane,0
151317,1175359,2,4.2,AM Rahane,4
151318,1175359,2,4.3,AM Rahane,1
151319,1175359,2,4.4,JC Buttler,0
151320,1175359,2,4.5,JC Buttler,2
151321,1175359,2,4.6,JC Buttler,0
151322,1175359,2,5.1,AM Rahane,1
151323,1175359,2,5.2,JC Buttler,4
151324,1175359,2,5.3,JC Buttler,0
151325,1175359,2,5.4,JC Buttler,6
151326,1175359,2,5.5,JC Buttler,4
151327,1175359,2,5.6,JC Buttler,4
151416,1175360,1,0.1,PP Shaw,0
151417,1175360,1,0.2,PP Shaw,0
151419,1175360,1,0.4,PP Shaw,4
151420,1175360,1,0.5,PP Shaw,0
151421,1175360,1,0.6,PP Shaw,2
151422,1175360,1,0.7,PP Shaw,1
151423,1175360,1,1.1,PP Shaw,0
151424,1175360,1,1.2,PP Shaw,0
151425,1175360,1,1.3,PP Shaw,0
151426,1175360,1,1.4,PP Shaw,4
151427,1175360,1,1.5,PP Shaw,4
151428,1175360,1,1.6,PP Shaw,4
151429,1175360,1,2.1,S Dhawan,4
151430,1175360,1,2.2,S Dhawan,0
151431,1175360,1,2.3,S Dhawan,0
151432,1175360,1,2.4,S Dhawan,0
151433,1175360,1,2.5,S Dhawan,0
151434,1175360,1,2.6,S Dhawan,0
151435,1175360,1,3.1,PP Shaw,0
151436,1175360,1,3.2,PP Shaw,4
151438,1175360,1,3.4,PP Shaw,1
151439,1175360,1,3.5,S Dhawan,4
151440,1175360,1,3.6,S Dhawan,0
151441,1175360,1,3.7,S Dhawan,1
151442,1175360,1,4.1,S Dhawan,0
151443,1175360,1,4.2,S Dhawan,1
151444,1175360,1,4.3,PP Shaw,0
151445,1175360,1,4.4,SS Iyer,1
151446,1175360,1,4.5,S Dhawan,0
151447,1175360,1,4.6,S Dhawan,1
151448,1175360,1,5.1,S Dhawan,0
151449,1175360,1,5.2,S Dhawan,0
151450,1175360,1,5.3,S Dhawan,4
151451,1175360,1,5.4,S Dhawan,1
151452,1175360,1,5.5,SS Iyer,0
151453,1175360,1,5.6,SS Iyer,0
151541,1175360,2,0.1,SR Watson,0
151542,1175360,2,0.2,SR Watson,1
151543,1175360,2,0.3,AT Rayudu,4
151544,1175360,2,0.4,AT Rayudu,0
151545,1175360,2,0.5,AT Rayudu,1
151546,1175360,2,0.6,SR Watson,1
151547,1175360,2,1.1,SR Watson,4
151548,1175360,2,1.2,SR Watson,0
151549,1175360,2,1.3,SR Watson,4
151550,1175360,2,1.4,SR Watson,0
151551,1175360,2,1.5,SR Watson,1
151552,1175360,2,1.6,AT Rayudu,0
151553,1175360,2,2.1,SR Watson,0
151554,1175360,2,2.2,SR Watson,4
151555,1175360,2,2.3,SR Watson,1
151556,1175360,2,2.4,AT Rayudu,0
151557,1175360,2,2.5,SK Raina,1
151558,1175360,2,2.6,SR Watson,1
151559,1175360,2,3.1,SR Watson,0
151560,1175360,2,3.2,SR Watson,0
151561,1175360,2,3.3,SR Watson,0
151562,1175360,2,3.4,SR Watson,0
151563,1175360,2,3.5,SR Watson,4
151564,1175360,2,3.6,SR Watson,6
151565,1175360,2,4.1,SK Raina,0
151566,1175360,2,4.2,SK Raina,1
151567,1175360,2,4.3,SR Watson,1
151568,1175360,2,4.4,SK Raina,4
151569,1175360,2,4.5,SK Raina,4
151570,1175360,2,4.6,SK Raina,4
151571,1175360,2,5.1,SR Watson,1
151572,1175360,2,5.2,SK Raina,4
151573,1175360,2,5.3,SK Raina,0
151574,1175360,2,5.4,SK Raina,1
151575,1175360,2,5.5,SR Watson,0
151576,1175360,2,5.6,SR Watson,1
151662,1175361,1,0.1,CA Lynn,0
151663,1175361,1,0.2,CA Lynn,0
151664,1175361,1,0.3,CA Lynn,0
151665,1175361,1,0.4,CA Lynn,0
151666,1175361,1,0.5,CA Lynn,1
151667,1175361,1,0.6,SP Narine,0
151668,1175361,1,1.1,CA Lynn,1
151669,1175361,1,1.2,SP Narine,6
151670,1175361,1,1.3,SP Narine,2
151671,1175361,1,1.4,SP Narine,4
151672,1175361,1,1.5,SP Narine,6
151673,1175361,1,1.6,SP Narine,6
151674,1175361,1,2.1,CA Lynn,4
151675,1175361,1,2.2,CA Lynn,0
151676,1175361,1,2.3,CA Lynn,4
151677,1175361,1,2.4,CA Lynn,0
151678,1175361,1,2.5,SP Narine,0
151679,1175361,1,2.6,SP Narine,0
151680,1175361,1,3.1,RV Uthappa,0
151681,1175361,1,3.2,RV Uthappa,1
151683,1175361,1,3.4,SP Narine,0
151684,1175361,1,3.5,RV Uthappa,0
151685,1175361,1,3.6,RV Uthappa,0
151686,1175361,1,3.7,RV Uthappa,6
151687,1175361,1,4.1,N Rana,0
151688,1175361,1,4.2,N Rana,1
151689,1175361,1,4.3,RV Uthappa,0
151690,1175361,1,4.4,RV Uthappa,0
151691,1175361,1,4.5,RV Uthappa,1
151692,1175361,1,4.6,N Rana,0
151693,1175361,1,5.1,RV Uthappa,1
151694,1175361,1,5.2,N Rana,1
151695,1175361,1,5.3,RV Uthappa,0
151696,1175361,1,5.4,RV Uthappa,6
151697,1175361,1,5.5,RV Uthappa,1
151698,1175361,1,5.6,N Rana,0
151786,1175361,2,0.1,KL Rahul,1
151787,1175361,2,0.2,CH Gayle,0
151788,1175361,2,0.3,CH Gayle,6
151789,1175361,2,0.4,CH Gayle,0
151790,1175361,2,0.5,CH Gayle,4
151791,1175361,2,0.6,CH Gayle,0
151792,1175361,2,1.1,KL Rahul,0
151793,1175361,2,1.2,KL Rahul,0
151794,1175361,2,1.3,KL Rahul,0
151795,1175361,2,1.4,KL Rahul,0
151796,1175361,2,1.5,MA Agarwal,1
151797,1175361,2,1.6,CH Gayle,0
151799,1175361,2,2.2,MA Agarwal,4
151800,1175361,2,2.3,MA Agarwal,4
151801,1175361,2,2.4,MA Agarwal,0
151802,1175361,2,2.5,MA Agarwal,0
151803,1175361,2,2.6,MA Agarwal,0
151804,1175361,2,2.7,MA Agarwal,4
151805,1175361,2,3.1,CH Gayle,0
151806,1175361,2,3.2,CH Gayle,0
151808,1175361,2,3.4,CH Gayle,0
151809,1175361,2,3.5,CH Gayle,0
151810,1175361,2,3.6,CH Gayle,4
151811,1175361,2,3.7,CH Gayle,6
151812,1175361,2,4.1,MA Agarwal,1
151813,1175361,2,4.2,CH Gayle,0
151814,1175361,2,4.3,SN Khan,0
151815,1175361,2,4.4,SN Khan,4
151816,1175361,2,4.5,SN Khan,1
151817,1175361,2,4.6,MA Agarwal,1
151818,1175361,2,5.1,MA Agarwal,5
151819,1175361,2,5.2,SN Khan,0
151820,1175361,2,5.3,SN Khan,0
151821,1175361,2,5.4,SN Khan,1
151822,1175361,2,5.5,MA Agarwal,1
151823,1175361,2,5.6,SN Khan,1
151911,1175362,1,0.1,Q de Kock,0
151912,1175362,1,0.2,Q de Kock,1
151913,1175362,1,0.3,RG Sharma,4
151914,1175362,1,0.4,RG Sharma,0
151915,1175362,1,0.5,RG Sharma,4
151916,1175362,1,0.6,RG Sharma,0
151917,1175362,1,1.1,Q de Kock,0
151918,1175362,1,1.2,Q de Kock,1
151919,1175362,1,1.3,RG Sharma,4
151920,1175362,1,1.4,RG Sharma,0
151921,1175362,1,1.5,RG Sharma,0
151922,1175362,1,1.6,RG Sharma,4
151923,1175362,1,2.1,Q de Kock,1
151924,1175362,1,2.2,RG Sharma,0
151925,1175362,1,2.3,RG Sharma,0
151926,1175362,1,2.4,RG Sharma,1
151927,1175362,1,2.5,Q de Kock,4
151928,1175362,1,2.6,Q de Kock,1
151929,1175362,1,3.1,Q de Kock,1
151930,1175362,1,3.2,RG Sharma,0
151931,1175362,1,3.3,RG Sharma,6
151932,1175362,1,3.4,RG Sharma,0
151933,1175362,1,3.5,RG Sharma,0
151934,1175362,1,3.6,RG Sharma,0
151935,1175362,1,4.1,Q de Kock,0
151936,1175362,1,4.2,Q de Kock,0
151937,1175362,1,4.3,Q de Kock,6
151938,1175362,1,4.4,Q de Kock,1
151939,1175362,1,4.5,RG Sharma,0
151940,1175362,1,4.6,RG Sharma,4
151941,1175362,1,5.1,Q de Kock,0
151942,1175362,1,5.2,Q de Kock,0
151943,1175362,1,5.3,Q de Kock,4
151944,1175362,1,5.4,Q de Kock,0
151945,1175362,1,5.5,Q de Kock,1
151946,1175362,1,5.6,RG Sharma,4
152036,1175362,2,0.1,PA Patel,1
152037,1175362,2,0.2,MM Ali,0
152038,1175362,2,0.3,MM Ali,1
152039,1175362,2,0.4,PA Patel,4
152040,1175362,2,0.5,PA Patel,0
152041,1175362,2,0.6,PA Patel,1
152042,1175362,2,1.1,PA Patel,1
152043,1175362,2,1.2,MM Ali,0
152044,1175362,2,1.3,MM Ali,1
152045,1175362,2,1.4,PA Patel,0
152046,1175362,2,1.5,PA Patel,0
152047,1175362,2,1.6,PA Patel,1
152048,1175362,2,2.1,PA Patel,1
152049,1175362,2,2.2,MM Ali,1
152050,1175362,2,2.3,PA Patel,4
152051,1175362,2,2.4,PA Patel,1
152052,1175362,2,2.5,MM Ali,4
152053,1175362,2,2.6,MM Ali,6
152054,1175362,2,3.1,PA Patel,0
152055,1175362,2,3.2,PA Patel,0
152056,1175362,2,3.3,V Kohli,0
152057,1175362,2,3.4,V Kohli,4
152058,1175362,2,3.5,V Kohli,4
152059,1175362,2,3.6,V Kohli,4
152060,1175362,2,4.1,PA Patel,1
152061,1175362,2,4.2,V Kohli,0
152062,1175362,2,4.3,V Kohli,0
152063,1175362,2,4.4,V Kohli,0
152064,1175362,2,4.5,V Kohli,4
152065,1175362,2,4.6,V Kohli,4
152066,1175362,2,5.1,PA Patel,4
152067,1175362,2,5.2,PA Patel,6
152068,1175362,2,5.3,PA Patel,1
152069,1175362,2,5.4,V Kohli,1
152070,1175362,2,5.5,PA Patel,0
152071,1175362,2,5.6,PA Patel,0
152159,1175363,1,0.1,AM Rahane,0
152160,1175363,1,0.2,AM Rahane,0
152161,1175363,1,0.3,AM Rahane,2
152162,1175363,1,0.4,AM Rahane,1
152163,1175363,1,0.5,JC Buttler,0
152164,1175363,1,0.6,JC Buttler,0
152165,1175363,1,1.1,AM Rahane,0
152166,1175363,1,1.2,AM Rahane,0
152167,1175363,1,1.3,AM Rahane,0
152168,1175363,1,1.4,AM Rahane,2
152169,1175363,1,1.5,AM Rahane,2
152170,1175363,1,1.6,AM Rahane,1
152171,1175363,1,2.1,AM Rahane,0
152172,1175363,1,2.2,AM Rahane,1
152173,1175363,1,2.3,JC Buttler,0
152175,1175363,1,2.5,JC Buttler,4
152176,1175363,1,2.6,JC Buttler,0
152177,1175363,1,2.7,JC Buttler,1
152178,1175363,1,3.1,JC Buttler,0
152179,1175363,1,3.2,JC Buttler,0
152180,1175363,1,3.3,SV Samson,4
152181,1175363,1,3.4,SV Samson,1
152182,1175363,1,3.5,AM Rahane,2
152183,1175363,1,3.6,AM Rahane,0
152184,1175363,1,4.1,SV Samson,0
152185,1175363,1,4.2,SV Samson,1
152186,1175363,1,4.3,AM Rahane,2
152187,1175363,1,4.4,AM Rahane,4
152188,1175363,1,4.5,AM Rahane,1
152189,1175363,1,4.6,SV Samson,1
152190,1175363,1,5.1,SV Samson,1
152191,1175363,1,5.2,AM Rahane,0
152192,1175363,1,5.3,AM Rahane,1
152193,1175363,1,5.4,SV Samson,1
152194,1175363,1,5.5,AM Rahane,1
152195,1175363,1,5.6,SV Samson,0
152283,1175363,2,0.1,DA Warner,4
152284,1175363,2,0.2,DA Warner,0
152285,1175363,2,0.3,DA Warner,2
152286,1175363,2,0.4,DA Warner,6
152287,1175363,2,0.5,DA Warner,0
152289,1175363,2,0.7,DA Warner,1
152290,1175363,2,1.1,DA Warner,4
152291,1175363,2,1.2,DA Warner,1
152292,1175363,2,1.3,JM Bairstow,1
152293,1175363,2,1.4,DA Warner,4
152294,1175363,2,1.5,DA Warner,1
152295,1175363,2,1.6,JM Bairstow,0
152296,1175363,2,2.1,DA Warner,1
152297,1175363,2,2.2,JM Bairstow,1
152298,1175363,2,2.3,DA Warner,0
152299,1175363,2,2.4,DA Warner,2
152300,1175363,2,2.5,DA Warner,4
152301,1175363,2,2.6,DA Warner,1
152302,1175363,2,3.1,DA Warner,0
152303,1175363,2,3.2,DA Warner,0
152304,1175363,2,3.3,DA Warner,1
152305,1175363,2,3.4,JM Bairstow,0
152306,1175363,2,3.5,JM Bairstow,0
152307,1175363,2,3.6,JM Bairstow,2
152308,1175363,2,4.1,DA Warner,4
152309,1175363,2,4.2,DA Warner,4
152310,1175363,2,4.3,DA Warner,0
152311,1175363,2,4.4,DA Warner,4
152312,1175363,2,4.5,DA Warner,1
152313,1175363,2,4.6,JM Bairstow,4
152314,1175363,2,5.1,DA Warner,4
152315,1175363,2,5.2,DA Warner,0
152316,1175363,2,5.3,DA Warner,2
152317,1175363,2,5.4,DA Warner,1
152318,1175363,2,5.5,JM Bairstow,4
152319,1175363,2,5.6,JM Bairstow,4
152402,1175364,1,0.1,RG Sharma,1
152403,1175364,1,0.2,Q de Kock,0
152404,1175364,1,0.3,Q de Kock,1
152405,1175364,1,0.4,RG Sharma,0
152406,1175364,1,0.5,RG Sharma,1
152407,1175364,1,0.6,Q de Kock,4
152408,1175364,1,1.1,RG Sharma,2
152409,1175364,1,1.2,RG Sharma,4
152410,1175364,1,1.3,RG Sharma,1
152411,1175364,1,1.4,Q de Kock,1
152412,1175364,1,1.5,RG Sharma,4
152413,1175364,1,1.6,RG Sharma,1
152414,1175364,1,2.1,RG Sharma,0
152415,1175364,1,2.2,RG Sharma,1
152416,1175364,1,2.3,Q de Kock,4
152417,1175364,1,2.4,Q de Kock,1
152418,1175364,1,2.5,RG Sharma,1
152419,1175364,1,2.6,Q de Kock,1
152420,1175364,1,3.1,Q de Kock,2
152421,1175364,1,3.2,Q de Kock,1
152422,1175364,1,3.3,RG Sharma,1
152423,1175364,1,3.4,Q de Kock,0
152424,1175364,1,3.5,Q de Kock,1
152425,1175364,1,3.6,RG Sharma,2
152426,1175364,1,4.1,Q de Kock,1
152427,1175364,1,4.2,RG Sharma,4
152428,1175364,1,4.3,RG Sharma,1
152429,1175364,1,4.4,Q de Kock,1
152430,1175364,1,4.5,RG Sharma,4
152431,1175364,1,4.6,RG Sharma,4
152432,1175364,1,5.1,Q de Kock,1
152433,1175364,1,5.2,RG Sharma,0
152434,1175364,1,5.3,SA Yadav,0
152435,1175364,1,5.4,SA Yadav,4
152436,1175364,1,5.5,SA Yadav,4
152437,1175364,1,5.6,SA Yadav,3
152526,1175364,2,0.1,KL Rahul,1
152527,1175364,2,0.2,CH Gayle,0
152528,1175364,2,0.3,CH Gayle,0
152529,1175364,2,0.4,CH Gayle,0
152530,1175364,2,0.5,CH Gayle,0
152531,1175364,2,0.6,CH Gayle,4
152532,1175364,2,1.1,KL Rahul,1
152533,1175364,2,1.2,CH Gayle,1
152534,1175364,2,1.3,KL Rahul,0
152535,1175364,2,1.4,KL Rahul,0
152536,1175364,2,1.5,KL Rahul,1
152537,1175364,2,1.6,CH Gayle,0
152538,1175364,2,2.1,KL Rahul,1
152539,1175364,2,2.2,CH Gayle,6
152540,1175364,2,2.3,CH Gayle,6
152541,1175364,2,2.4,CH Gayle,1
152542,1175364,2,2.5,KL Rahul,0
152543,1175364,2,2.6,KL Rahul,1
152544,1175364,2,3.1,KL Rahul,0
152545,1175364,2,3.2,KL Rahul,0
152546,1175364,2,3.3,KL Rahul,0
152547,1175364,2,3.4,KL Rahul,0
152548,1175364,2,3.5,KL Rahul,4
152549,1175364,2,3.6,KL Rahul,0
152550,1175364,2,4.1,CH Gayle,0
